Informazioni cronologiche,Which continent are you from?,Gender,Age,Education degree,"On avarage, how much time do you spend  playing video games per day  ?",What style of video game do you prefer?,"If you selected ""Other"", please specify here",Do you believe video games are a form of art?,"If you selected ""It depends,"" you can specify here.",Is there a video game that has taught you something useful for your academic or professional education?,"If you pressed ""Yes,"" please write which video games have been more useful to you.",Which device do you prefer when it comes to gaming?,"
If you selected ""Other,"" please specify here",Which video games do you believe have enriched you culturally regarding mythology or history?,"If you selected ""Other,"" please respond here","
Do you think it's possible to use video games that have not been designed for educational purposes as educational tools?","If you selected ""It depends,"" you can specify here",Do you believe online video games can facilitate connections between people and offer an alternative to traditional social interaction?,"If you selected ""It depends,"" you can specify here.",Have you ever thought about creating a video game?,"Do you think a video game has inspired you to deepen your knowledge on a subject (for example, literary, cultural, historical, social, scientific, artistic, etc.)?","
Have you ever learned another language or improved your language skills through video games, both online and in single-player mode?","
If you selected ""Other,"" please specify here","In your opinion, is it possible to compare the narrative importance of a video game to that of more traditional media such as books, films, or animation products?",Do you believe that video games have taught you to solve problems in a creative and original way (problem solving)?,"Do you engage in  sport or physical activity?
","Do you think Esports (electronic sports) can be considered a professional practice (for example, League of legends, Counter-strike, Street fighter, StarCraft, Assetto Corsa)?","
Have you improved your social skills thanks to video games? (e.g., communication, expression, empathy, etc.)","Do you prefer the company of people who don't play video games, or of people who share this passion with you?"
20/04/2024 22.45.53,America,Male,Generation Z (1997-2012),Bachelor's degree or higher,4-6 hours,Both,,Yes,,Yes,,"PC, VR",,"Assassin's creed (saga), Sid Meier's Civilization",,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I prefer the company of gamers
20/04/2024 22.49.38,America,Male,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Both,,Yes,,No,,PC,,Assassin's creed (saga),,Yes,,Yes,,No,No,"No, I haven't learned another language.",,Yes,Yes,Less than once a week.,Yes,Yes,I have no preference
20/04/2024 22.52.32,America,Other,Millennials (1981-1996),Professional training,2-3 hours,Single player,,Yes,,Yes,,"Console, Smartphone /Tablet",,Other (please specify),Nier Automata,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Rarely or almost never.,Yes,Yes,I prefer the company of gamers
20/04/2024 23.00.39,America,Male,Millennials (1981-1996),Bachelor's degree or higher,Less than an hour,Both,,Yes,,Yes,Cooperative games like Overcooked for example are always a great way to reinforce how to communicate and work together under stressful situations and tight deadlines,"Console, Portable consoles",,"Hades, Sid Meier's Civilization",,"Yes, and I use them",,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 23.01.40,Europe,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,Yes,"The Assassin's Creed franchise sparked my interest in history, which certainly helped me later on.","Console, Portable consoles",,"Assassin's creed (saga), God of war (saga norrena), Sid Meier's Civilization",,Yes,,Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",Yes,No,I prefer the company of gamers
20/04/2024 23.03.38,Europe,Male,Generation Z (1997-2012),Bachelor's degree or higher,I don't play regularly,Both,,Yes,,I don't know,,PC,,No video game has enriched me culturally in terms of mythology or history.,,It depends (please specify),"Often games change the world, events in order to be more epic or better suited for gameplay, so to use such games in educational purposes, some research about the game must be made, like, those elements are real, it works irl as depicted in the game, and another stuff was changed in some way (would be great to explain the difference), so in real life it works differently. And of course matters the educational topic. Game that is great for teaching history may be less suited for learning about culture and vice versa.",No,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",No,No,I have no preference
20/04/2024 23.07.48,Europe,Male,Millennials (1981-1996),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,No,,Console,,"Assassin's creed (saga), Age of Empire",,Yes,,Yes,,No,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",No,No,I have no preference
20/04/2024 23.09.40,Asia,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,I don't know,,PC,,Assassin's creed (saga),,Yes,,I refrain from judgment.,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,Yes,Yes,I have no preference
20/04/2024 23.12.31,America,Male,Millennials (1981-1996),High school diploma or equivalent,Less than an hour,Both,,Yes,,No,,"Console, Cloud, PC",,"Assassin's creed (saga), Age of Empire, Sid Meier's Civilization, Ryse son of rome",,Yes,,Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every day.",Yes,Yes,I have no preference
20/04/2024 23.16.18,Europe,Male,Millennials (1981-1996),Bachelor's degree or higher,4-6 hours,Multiplayer Online,,Yes,Interactive stories. Higher engagement. Immersion ,Yes,It can be bit messy and still work / pass ,PC,,"Assassin's creed (saga), Hades",,Yes,,Yes,,No,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Less than once a week.,Yes,Yes,I prefer the company of gamers
20/04/2024 23.18.04,America,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Single player,,Yes,,Yes,Red dead redemption one and two Battlefield 1 NieR automata ,"Console, Portable consoles",,"Assassin's creed (saga), God of War (saga Greca), Other (please specify)",Red dead redemption two and native Americas culture,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every day.",Yes,Yes,I have no preference
20/04/2024 23.20.47,Europe,Male,Millennials (1981-1996),High school diploma or equivalent,7 hours or more,Single player,,Yes,,Yes,"Problem solving, empathy, history","Console, PC",,Assassin's creed (saga),,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every day.",Yes,Yes,I have no preference
20/04/2024 23.20.57,Oceania,Male,Generation X (1965-1980),Bachelor's degree or higher,I don't play regularly,Single player,,Yes,,No,,Console,,Assassin's creed (saga),,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,No,Rarely or almost never.,Yes,No,I have no preference
20/04/2024 23.21.19,America,Other,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Single player,,Yes,,Yes,"Minecraft, Stardew Valley","Console, PC, VR, Smartphone /Tablet",,"Assassin's creed (saga), God of War (saga Greca), God of war (saga norrena), Hades",,"Yes, and I use them",,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 23.22.12,America,Female,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Both,,Yes,,I don't know,,Console,,God of War (saga Greca),,Yes,,Yes,,No,Yes,"Yes, I have learned another language.",,Yes,Yes,"Yes, every week.",Yes,Yes,I prefer the company of gamers
20/04/2024 23.29.29,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,Less than an hour,Single player,,Yes,,Yes,"Strategic games, management games etc. generally can teach optimization strategies",PC,,"Assassin's creed (saga), Sid Meier's Civilization, Immortals fenyx rising",,It depends (please specify),"I think its theoretically possible, but quite rare to be educational by chance",Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Rarely or almost never.,Yes,Yes,I have no preference
20/04/2024 23.32.14,Europe,Male,Millennials (1981-1996),Bachelor's degree or higher,2-3 hours,Both,,Yes,,No,,"Console, PC",,No video game has enriched me culturally in terms of mythology or history.,,No,,Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,Less than once a week.,Yes,No,I have no preference
20/04/2024 23.36.18,Asia,Male,Generation Z (1997-2012),Bachelor's degree or higher,4-6 hours,Other (please specify),All types,It depends (please specify),There are a lot of games considered art but there are a lot that are an embarrassment to the industry all together ,Yes,Ghost of Tsushima / Red Dead Redemption,"Console, PC, Smartphone /Tablet",,"Assassin's creed (saga), God of War (saga Greca), God of war (saga norrena)",,"Yes, and I use them",,I refrain from judgment.,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Less than once a week.,Yes,No,I have no preference
20/04/2024 23.36.32,Asia,Male,Generation Alpha (2013-present),Bachelor's degree or higher,2-3 hours,Both,,Yes,,Yes,,Console,,Assassin's creed (saga),,No,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Rarely or almost never.,No,No,I prefer the company of gamers
20/04/2024 23.38.21,America,Female,Millennials (1981-1996),High school diploma or equivalent,2-3 hours,Single player,,Yes,,No,,"Console, Portable consoles, PC",,"Assassin's creed (saga), Sid Meier's Civilization, Immortals fenyx rising",,Yes,,I refrain from judgment.,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every day.",No,No,I have no preference
20/04/2024 23.38.30,America,Female,Generation Z (1997-2012),Bachelor's degree or higher,4-6 hours,Single player,,Yes,,Yes,Assassins creed franchise for history.,Console,,Assassin's creed (saga),,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,Yes,No,I have no preference
20/04/2024 23.39.48,America,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Single player,,Yes,,No,,"Console, Smartphone /Tablet",,"Assassin's creed (saga), God of War (saga Greca)",,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every day.",Yes,Yes,I have no preference
20/04/2024 23.39.59,America,Male,Generation Z (1997-2012),Middle school diploma,4-6 hours,Both,,Yes,,I don't know,,"Console, Portable consoles, PC, Smartphone /Tablet",,Assassin's creed (saga),,Yes,,Yes,,No,Yes,Other (Specify),Learned some new phrases that I use commonly.,Yes,Yes,"Yes, every week.",Yes,Yes,I prefer the company of gamers
20/04/2024 23.50.07,Oceania,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,I don't know,,PC,,"Assassin's creed (saga), Other (please specify)",Witcher 3,It depends (please specify),It depends on the content of the video game.,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",No,No,I have no preference
20/04/2024 23.52.18,Europe,Female,Millennials (1981-1996),High school diploma or equivalent,4-6 hours,Single player,,Yes,,No,,Console,,Assassin's creed (saga),,Yes,,Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,Yes,No,I have no preference
20/04/2024 23.57.25,America,Male,Millennials (1981-1996),Bachelor's degree or higher,4-6 hours,Single player,,Yes,,Yes,"Some games, like assassins Creed and age of empires, taught historical facts which were helpful when I was in high school and college. ",PC,,"Assassin's creed (saga), Age of Empire",,Yes,,Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,Less than once a week.,No,No,
20/04/2024 23.57.46,Europe,Female,Millennials (1981-1996),Bachelor's degree or higher,4-6 hours,Single player,,Yes,,No,,"Console, PC",,Assassin's creed (saga),,Yes,,Yes,,No,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I prefer the company of gamers
21/04/2024 0.00.26,America,Female,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Both,,Yes,,I don't know,,Console,,Hades,,Yes,,Yes,,No,No,I have enhanced my knowledge of another language,,Yes,Yes,Rarely or almost never.,Yes,Yes,I prefer the company of gamers
21/04/2024 0.00.27,America,Female,Millennials (1981-1996),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,Yes,Assassins Creed Odyssey ,Console,,Assassin's creed (saga),,Yes,,Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
21/04/2024 0.01.10,Europe,Male,Generation Z (1997-2012),Bachelor's degree or higher,4-6 hours,Both,,Yes,,Yes,Minecraft,PC,,"Assassin's creed (saga), Age of Empire, Sid Meier's Civilization, Other (please specify)","Paradox Interactive map games (Hearts of Iron, Europa Universalis, Crusader Kings, Victoria)",Yes,,Yes,,Yes,Yes,"Yes, I have learned another language.",,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
21/04/2024 0.02.36,America,Other,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Both,,Yes,,Yes,Dante's Inferno,"Console, PC, Smartphone /Tablet",,"Assassin's creed (saga), God of War (saga Greca), God of war (saga norrena), Hades",,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,Less than once a week.,Yes,Yes,I have no preference
21/04/2024 0.02.40,Europe,Male,Generation Z (1997-2012),Professional training,4-6 hours,Single player,,Yes,,No,,PC,,Other (please specify),Red dead redemption ,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
21/04/2024 0.03.07,Europe,Male,Generation Z (1997-2012),Bachelor's degree or higher,Less than an hour,Single player,,Yes,,Yes,"Assassin's Creed games, Cities Skylines","Console, Portable consoles, PC",,Assassin's creed (saga),,Yes,,It depends (please specify),It cannot replace traditional interactions but it's a nice addition,No,Yes,I have enhanced my knowledge of another language,,Yes,No,"Yes, every week.",Yes,No,I have no preference
21/04/2024 0.05.21,America,Other,Millennials (1981-1996),High school diploma or equivalent,2-3 hours,Single player,,It depends (please specify),,Yes,,"Console, PC",,"Assassin's creed (saga), Hades",,Yes,,It depends (please specify),,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,No,No,I have no preference
21/04/2024 0.07.56,Europe,Male,Generation Z (1997-2012),Bachelor's degree or higher,Less than an hour,Single player,,Yes,,Yes,"Assassins Creed, Human Ressource Machine","Console, PC",,"Assassin's creed (saga), Sid Meier's Civilization",,Yes,,Yes,,Yes,No,I have enhanced my knowledge of another language,,Yes,Yes,Less than once a week.,Yes,No,I prefer the company of gamers
21/04/2024 0.09.13,Europe,Male,Millennials (1981-1996),Bachelor's degree or higher,Less than an hour,Single player,,It depends (please specify),Some are too linear to be considered art. Some are for sports. Others are definitely art though.,I don't know,,Console,,"Assassin's creed (saga), God of War (saga Greca)",The Witcher 3: Wild Hunt,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
21/04/2024 0.28.58,America,Female,Millennials (1981-1996),Bachelor's degree or higher,4-6 hours,Both,,Yes,,Yes,,"Console, PC, VR, Smartphone /Tablet",,"Assassin's creed (saga), Sid Meier's Civilization",,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every day.",Yes,Yes,I have no preference
21/04/2024 0.30.26,Europe,Male,Millennials (1981-1996),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,Yes,Games taught me better English ,"Console, Portable consoles",,"God of War (saga Greca), God of war (saga norrena)",,No,,Yes,,Yes,Yes,"Yes, I have learned another language.",,Yes,Yes,Rarely or almost never.,Yes,No,I have no preference
21/04/2024 0.35.06,Asia,Male,Millennials (1981-1996),Bachelor's degree or higher,4-6 hours,Both,,Yes,,Yes,final fantasy 14,PC,,No video game has enriched me culturally in terms of mythology or history.,,Yes,,Yes,,Yes,Yes,"Yes, I have learned another language.",,Yes,Yes,Rarely or almost never.,Yes,Yes,I prefer the company of gamers
21/04/2024 0.35.38,Europe,I prefer not to specify it,Generation Z (1997-2012),Bachelor's degree or higher,4-6 hours,Single player,,Yes,,No,,PC,,No video game has enriched me culturally in terms of mythology or history.,,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Less than once a week.,Yes,No,I prefer the company of gamers
21/04/2024 0.36.14,America,Male,Millennials (1981-1996),Bachelor's degree or higher,2-3 hours,Both,,Yes,,I don't know,,Console,,"Assassin's creed (saga), Ryse son of rome",,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",No,Yes,I have no preference
21/04/2024 0.36.39,America,Female,Generation Z (1997-2012),Bachelor's degree or higher,I don't play regularly,Single player,,Yes,,No,,Console,,Assassin's creed (saga),,No,,I refrain from judgment.,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,Less than once a week.,No,No,I have no preference
21/04/2024 0.36.40,America,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,Yes,Factorio told me how to be an engineer basically,"Console, PC",,"Assassin's creed (saga), Hades",,Yes,,Yes,,No,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
21/04/2024 0.39.31,America,Female,Millennials (1981-1996),High school diploma or equivalent,2-3 hours,Single player,,Yes,,No,,Console,,"Assassin's creed (saga), God of War (saga Greca), God of war (saga norrena), Immortals fenyx rising",,Yes,,Yes,,No,Yes,"Yes, I have learned another language.",,Yes,Yes,"Yes, every week.",No,No,I have no preference
21/04/2024 0.39.57,Europe,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Single player,,No,,No,,PC,,Age of Empire,,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,No,I have no preference
